id_renabap,nombre_barrio,departamento,cantidad_viviendas_aproximadas,cantidad_familias_aproximada,superficie_m2,id_energia_electrica,id_calefaccion,id_efluentes_cloacales,id_cocina,id_agua_corriente,id_clasificacion_barrio,id_titulo_propiedad,id_decada_creacion,id_provincia,id_departamento,id_localidad
1,Monterrey I,Pilar,40,44,11674,1,1,1,1,1,1,1,10,1,1,1
1536,Toro y Paso,Pilar,30,33,23663,2,1,2,1,1,1,1,10,1,1,1
124,Henry Martín y México,Pilar,40,44,63652,2,1,2,1,1,1,1,12,1,1,1
5315,El Jordán,Pilar,17,19,19403,2,3,2,1,1,1,1,12,1,1,1
248,Los Laureles,Pilar,70,77,29549,2,1,1,1,1,1,1,11,1,1,1
27,Monterrey II,Pilar,40,44,5265,5,1,1,1,1,1,1,11,1,1,1
1431,Madre Rosa,Pilar,60,66,25211,2,3,1,1,1,1,1,11,1,1,1
4594,El Bosque,Pilar,17,19,22950,2,2,1,1,1,1,1,11,1,1,1
219,La Escondida,Pilar,495,545,595407,4,3,2,1,1,1,1,11,1,1,1
5316,Comunidad TOBA,Pilar,10,11,12022,2,3,1,1,4,1,1,11,1,1,1
6318,Los Milagros,Pilar,36,40,12777,3,3,1,1,4,3,1,11,1,1,1
1436,Toro,Pilar,470,517,350732,3,4,1,1,1,1,1,9,1,1,1
260,Santa Ana II,Pilar,40,44,19016,2,3,2,1,1,1,1,9,1,1,1
1446,Monterrey Sur,Pilar,450,495,251165,2,3,2,1,1,1,1,9,1,1,1
1543,Santa Ana I,Pilar,230,253,104939,2,3,2,1,1,1,1,9,1,1,1
6310,El Rocío,Pilar,400,440,235450,3,4,1,1,1,1,1,7,1,1,1
1442,Villa Luján,Pilar,250,275,128506,3,3,1,1,1,1,1,6,1,1,1
255,San Souci,Pilar,380,418,291113,2,2,2,1,1,1,1,8,1,1,1
402,Leguizamón y Haití,Pilar,280,308,79583,3,1,1,1,1,1,1,10,1,1,2
300,Buenos Aires y FFCC San Martín,Pilar,15,17,4779,2,1,1,1,1,1,1,12,1,1,2
5314,Vicente López,Pilar,40,44,39015,10,3,2,1,2,1,1,12,1,1,2
318,Los Grillos,Pilar,1162,1278,788190,3,1,1,1,1,1,1,11,1,1,2
4561,Pilarica,Pilar,80,88,31229,3,4,1,1,1,1,1,11,1,1,2
4560,Lima,Pilar,80,88,43304,3,4,2,1,1,1,1,9,1,1,2
6315,Santa María,Pilar,25,28,11723,10,4,2,1,1,1,1,9,1,1,2
1470,San Souci Norte,Pilar,20,22,32205,2,2,2,3,1,1,1,9,1,1,2
1448,El Bosque,Pilar,90,99,22650,3,3,1,1,2,1,1,9,1,1,2
1467,Las Margaritas,Pilar,55,61,12220,3,3,2,1,2,1,1,6,1,1,2
1578,Peruzotti,Pilar,120,132,358194,3,1,1,1,1,1,1,8,1,1,2
4729,El Manantial,Pilar,200,220,62376,3,3,1,1,1,1,1,8,1,1,2
496,Mundo Aparte,Pilar,108,119,33252,2,2,1,1,1,1,1,8,1,1,2
4342,Agustoni,Pilar,2920,3212,1350522,3,2,1,1,1,1,1,8,1,1,2
4728,La Loma,Pilar,40,44,5814,1,3,1,1,1,1,1,10,1,1,10
1452,Falcón,Pilar,50,55,34599,3,3,1,1,1,1,1,9,1,1,10
6313,Ferroviario,Pilar,40,44,19095,3,6,1,2,4,2,1,9,1,1,10
1479,San Alejo,Pilar,600,660,302159,3,3,1,1,1,1,1,7,1,1,10
4588,Solares del Norte,Pilar,120,132,75577,2,3,1,1,1,1,1,10,1,1,6
6316,Beliera,Pilar,25,28,9176,10,3,2,1,1,1,1,10,1,1,6
1021,San Cayetano,Pilar,1418,1560,488704,3,3,1,1,1,1,1,8,1,1,6
5312,Santa Brígida,Pilar,420,462,190060,3,3,1,1,1,1,1,8,1,1,6
481,Gauchito Gil,Pilar,120,132,93292,2,2,1,1,1,1,1,10,1,1,5
467,Padre Urquiza,Pilar,360,396,437928,2,1,2,1,1,1,1,11,1,1,5
1489,Manzone,Pilar,700,770,624889,2,3,2,1,1,1,1,11,1,1,5
6314,Manzone,Pilar,20,22,12965,10,3,2,1,1,1,1,11,1,1,5
330,Boliviano II,Pilar,350,385,98346,3,1,2,1,1,1,1,10,1,1,3
6320,Loma Linda,Pilar,55,61,23452,10,3,2,1,1,1,1,12,1,1,3
936,Belgrano y Chacabuco,Pilar,130,143,61256,3,1,1,1,1,1,1,11,1,1,3
1475,El Manzanar,Pilar,880,968,379848,2,3,1,1,1,1,1,11,1,1,3
338,Boliviano,Pilar,750,825,202571,3,1,2,1,1,1,1,11,1,1,3
5317,Ferrum,Pilar,160,176,196180,10,2,2,1,1,1,1,11,1,1,3
1428,Luchetti,Pilar,1485,1634,686947,2,3,2,2,1,1,1,8,1,1,3
6311,Malvinas Argentinas,Pilar,80,88,76606,2,3,2,1,1,1,1,13,1,1,3
1409,Salas,Pilar,550,605,430614,4,3,2,1,1,1,1,10,1,1,9
1292,De Vicenzo Alto,Pilar,180,198,188904,3,1,2,1,1,1,1,11,1,1,9
4596,Güemes,Pilar,426,469,92280,3,3,1,1,1,1,1,8,1,1,9
4597,William Morris,Pilar,431,474,334806,3,3,1,1,1,2,1,8,1,1,9
1224,La Carbonera,Pilar,159,175,35817,2,2,2,1,2,2,1,10,1,1,7
6317,La Carbonera II,Pilar,40,44,43501,10,3,2,1,1,1,1,12,1,1,7
4595,Alcazábal,Pilar,32,35,18325,2,2,2,1,1,1,1,12,1,1,7
5313,La Lonja,Pilar,35,39,66446,2,2,2,1,1,1,1,11,1,1,7
1128,Pinazo,Pilar,1205,1326,839516,2,3,2,1,4,1,1,9,1,1,7
1518,Los Tilos,Pilar,1000,1100,439125,2,3,1,1,2,1,1,3,1,1,7
336,Luchetti,Pilar,255,281,150742,2,3,2,1,1,1,1,11,1,1,4
1202,Río Luján,Pilar,244,268,440268,3,2,1,1,1,1,1,6,1,1,8
1458,Sin Nombre,Pilar,400,440,261406,3,2,1,1,1,1,1,8,1,1,11
453,Asamblea y Buenos Aires,Malvinas Argentinas,100,110,29368,1,1,1,1,1,1,1,10,1,41,200
245,Carumbé,Malvinas Argentinas,45,50,16478,3,1,1,1,1,2,1,11,1,41,200
1068,El Cuadrado,Malvinas Argentinas,65,72,11749,3,1,1,1,1,1,1,9,1,41,200
233,Marquesado,Malvinas Argentinas,45,50,6056,3,1,2,1,1,1,1,9,1,41,200
1007,San Lucas,Malvinas Argentinas,53,58,14485,3,3,1,1,1,1,1,7,1,41,200
5351,El Cuadrado,Malvinas Argentinas,40,44,14612,10,3,2,1,1,1,1,8,1,41,200
5350,El Triángulo,Malvinas Argentinas,40,44,9128,10,6,2,2,2,1,1,8,1,41,200
439,Solares de la Reina,Malvinas Argentinas,50,55,10406,2,1,1,1,4,2,1,8,1,41,200
254,San Jorge,Malvinas Argentinas,20,22,3208,2,1,1,1,1,1,1,10,1,41,197
4416,San Carlitos,Malvinas Argentinas,40,44,11166,3,3,2,1,1,1,1,9,1,41,197
996,Santa Elena,Malvinas Argentinas,110,121,54722,3,3,1,1,1,1,1,7,1,41,197
2886,El Cruce,Malvinas Argentinas,400,440,168486,3,6,2,2,1,2,1,5,1,41,197
224,Solar del Norte,Malvinas Argentinas,50,55,8096,2,3,2,1,3,1,1,8,1,41,197
823,Olivos II,Malvinas Argentinas,12,13,1438,3,1,1,1,1,1,1,10,1,41,196
1164,Bellaflor,Malvinas Argentinas,750,825,151414,2,1,2,1,1,1,1,10,1,41,196
209,Bella Flor,Malvinas Argentinas,31,34,7873,2,1,1,1,1,2,1,11,1,41,196
633,Los Olivos,Malvinas Argentinas,800,880,85670,3,1,1,1,1,1,1,9,1,41,196
226,El Chiri II,Malvinas Argentinas,110,121,26408,2,1,2,1,1,1,1,9,1,41,196
1072,Bella Flor,Malvinas Argentinas,140,154,21608,2,5,1,1,1,2,1,7,1,41,196
1199,El Chiri,Malvinas Argentinas,390,429,118090,6,3,2,1,4,2,1,7,1,41,196
1071,San Antonio,Malvinas Argentinas,33,36,4712,3,4,1,1,1,2,1,8,1,41,196
222,La Hoya,Malvinas Argentinas,140,154,24087,4,2,2,1,4,2,1,8,1,41,196
246,Eaton,Malvinas Argentinas,21,23,2207,2,1,2,1,2,1,1,10,1,41,198
237,Vechiardo,Malvinas Argentinas,34,37,4023,1,1,2,1,6,1,1,10,1,41,198
980,Descartes y José de San Martín,Malvinas Argentinas,60,66,12012,4,4,1,1,2,1,1,11,1,41,198
1061,Eaton,Malvinas Argentinas,130,143,73752,2,1,1,1,1,2,1,11,1,41,198
250,Santa Lucía,Malvinas Argentinas,50,55,4584,2,1,1,1,1,1,1,9,1,41,198
1232,El Primaveral,Malvinas Argentinas,643,707,327202,2,1,1,1,3,1,1,9,1,41,198
253,Eaton,Malvinas Argentinas,45,50,7315,2,1,1,1,2,1,1,9,1,41,198
242,Santa Mónica,Malvinas Argentinas,30,33,4292,3,1,1,1,2,1,1,9,1,41,198
227,San Pascual,Malvinas Argentinas,100,110,22591,4,3,2,1,1,2,1,9,1,41,198
240,Santa Mónica,Malvinas Argentinas,150,165,61446,2,4,2,2,1,1,1,5,1,41,198
1244,Lavallol,Malvinas Argentinas,150,165,32199,2,4,1,1,3,1,1,5,1,41,198
258,Uruguay y Hernández,Malvinas Argentinas,31,34,3669,2,1,1,1,1,2,1,10,1,41,199
312,Veinticinco de Mayo,Malvinas Argentinas,25,28,5464,2,1,1,1,1,2,1,10,1,41,199
1259,Rodriguez,Malvinas Argentinas,70,77,11282,2,1,2,1,1,2,1,10,1,41,199
1002,San José,Malvinas Argentinas,80,88,28758,3,3,1,1,1,1,1,9,1,41,199
229,Pech,Malvinas Argentinas,26,29,6702,1,2,1,1,1,1,1,9,1,41,199
232,Pech,Malvinas Argentinas,30,33,8540,2,6,2,2,1,1,1,9,1,41,199
228,Iparaguirre,Malvinas Argentinas,60,66,6621,2,6,1,2,3,1,1,9,1,41,199
257,Santa Elena,Malvinas Argentinas,110,121,24410,2,3,1,1,3,2,1,9,1,41,199
1022,Pech,Malvinas Argentinas,700,770,191489,3,3,1,1,1,1,1,7,1,41,199
1296,Veinticinco de Mayo,Malvinas Argentinas,255,281,41468,2,1,1,1,3,2,1,8,1,41,199
6337,Las Cañitas,Malvinas Argentinas,14,15,1686,2,3,1,1,1,1,1,11,1,41,195
1302,Teniente General Ibañez,Malvinas Argentinas,40,44,5774,2,1,2,1,1,2,1,11,1,41,195
205,La Canchita,Malvinas Argentinas,88,97,17454,2,2,2,1,4,1,1,9,1,41,195
243,Kilómetro 30,Malvinas Argentinas,76,84,6436,2,1,2,1,4,2,1,9,1,41,195
1067,San Calal,Malvinas Argentinas,35,39,2942,2,2,2,3,4,2,1,7,1,41,195
1064,Guadalupe,Malvinas Argentinas,107,118,15627,2,3,2,1,1,2,1,8,1,41,195
1137,Arroyo Basualdo,Malvinas Argentinas,229,252,41535,2,3,2,1,1,2,1,8,1,41,195
1062,San José,Malvinas Argentinas,16,18,2443,2,1,2,1,4,1,1,7,1,41,194
199,La Gótica,Malvinas Argentinas,60,66,5144,2,3,2,1,4,2,1,6,1,41,194
225,Alvear,Malvinas Argentinas,120,132,20439,2,3,2,1,1,2,1,8,1,41,194
387,Las Acacias,José C. Paz,48,53,7081,2,1,1,1,1,1,1,10,1,8,71
993,Frino,José C. Paz,90,99,71078,2,1,1,1,1,1,1,10,1,8,71
386,Alberdi,José C. Paz,175,193,46146,3,1,1,1,1,1,1,10,1,8,71
6328,Frino,José C. Paz,50,55,23537,3,4,1,1,1,1,1,10,1,8,71
50,Urquiza,José C. Paz,102,112,75466,2,1,2,1,1,1,1,10,1,8,71
737,Ferrari,José C. Paz,430,473,158287,3,1,2,1,1,1,1,10,1,8,71
919,Vucetich II,José C. Paz,35,39,3312,3,3,2,1,1,1,1,10,1,8,71
1521,Providencia,José C. Paz,350,385,79462,2,3,2,1,4,1,1,10,1,8,71
653,Sagrada Familia,José C. Paz,850,935,284738,2,3,1,1,1,2,1,10,1,8,71
1384,La Cava,José C. Paz,280,308,139371,3,1,2,1,1,2,1,10,1,8,71
67,11 de Septiembre y Bruguetti,José C. Paz,46,51,9190,1,1,1,1,1,1,1,12,1,8,71
178,Concejal Alfonzo II,José C. Paz,35,39,17163,1,1,1,1,1,1,1,12,1,8,71
259,Nuestra Señora de Caacupé,José C. Paz,125,138,67301,2,1,1,1,1,1,1,12,1,8,71
1379,Pueyrredón,José C. Paz,145,160,47805,2,1,1,1,1,1,1,12,1,8,71
5344,Bolívar,José C. Paz,60,66,27457,10,3,1,1,1,1,1,12,1,8,71
441,Comunidad Pueblo Guaraní,José C. Paz,50,55,24763,2,1,2,1,1,1,1,12,1,8,71
1374,San Pantaleón II,José C. Paz,85,94,47741,2,1,2,1,1,1,1,12,1,8,71
1556,Unión Néstor Kirchner,José C. Paz,2500,2750,735539,2,3,2,1,1,1,1,12,1,8,71
4417,Alvear III,José C. Paz,50,55,26959,2,3,2,1,1,1,1,12,1,8,71
5343,La Esperanza de Lamas,José C. Paz,200,220,109994,2,4,2,1,1,1,1,12,1,8,71
5342,La Bistrica,José C. Paz,190,209,75086,2,3,1,1,2,1,1,12,1,8,71
6331,León,José C. Paz,80,88,29364,2,3,1,1,4,1,1,12,1,8,71
1082,Estación Sol y Verde,José C. Paz,45,50,12335,2,1,1,1,1,2,1,12,1,8,71
6332,Las Casitas de Lamas,José C. Paz,484,532,150720,10,3,1,1,1,3,1,12,1,8,71
661,11 de Septiembre y Fernández Moreno,José C. Paz,275,303,151591,2,1,1,1,1,1,1,11,1,8,71
1368,Saavedra Lamas II,José C. Paz,310,341,122651,2,1,1,1,1,1,1,11,1,8,71
1079,Terminal 391,José C. Paz,100,110,24614,2,4,1,1,1,1,1,11,1,8,71
1372,San Agustín,José C. Paz,120,132,47348,2,3,2,1,1,1,1,11,1,8,71
1373,San Atilio,José C. Paz,340,374,138499,2,3,2,1,1,1,1,11,1,8,71
1382,Provincias Unidas,José C. Paz,80,88,27783,3,1,1,1,1,2,1,11,1,8,71
4544,Potosí y Florencio Ballesteros,José C. Paz,15,17,4014,2,3,1,1,1,2,1,11,1,8,71
621,Nestor Kirchner,José C. Paz,45,50,12565,2,5,2,1,1,2,1,11,1,8,71
721,Comunidad Guaraní,José C. Paz,520,572,107539,2,3,1,1,1,1,1,9,1,8,71
6334,Sol y Verde,José C. Paz,560,616,264710,10,3,1,1,1,1,1,9,1,8,71
1385,El Ceibo,José C. Paz,550,605,126405,3,2,1,1,1,1,1,9,1,8,71
442,Muñiz,José C. Paz,410,451,174674,2,4,1,1,1,1,1,9,1,8,71
4737,La Esperanza,José C. Paz,15,17,5587,2,3,2,1,1,1,1,9,1,8,71
651,Lido,José C. Paz,160,176,36679,3,3,2,1,1,1,1,9,1,8,71
1539,Aguas Claras,José C. Paz,80,88,20463,4,1,2,1,4,1,1,9,1,8,71
732,Papelitos,José C. Paz,200,220,46702,3,4,1,1,1,2,1,9,1,8,71
1383,Viena,José C. Paz,450,495,262543,2,1,2,1,1,2,1,9,1,8,71
1563,Mirador de Altube,José C. Paz,1119,1231,450502,1,4,2,1,1,2,1,9,1,8,71
1370,Roosevelt I,José C. Paz,80,88,33834,3,4,2,1,1,2,1,9,1,8,71
1371,San Pantaleón III,José C. Paz,200,220,70001,3,4,2,1,2,2,1,9,1,8,71
1537,Estación Piñero,José C. Paz,200,220,51703,3,3,1,1,4,2,1,9,1,8,71
793,Parque Jardín,José C. Paz,40,44,4886,1,3,1,1,1,1,1,7,1,8,71
766,Parque Jardín II,José C. Paz,80,88,8845,3,3,1,1,1,2,1,7,1,8,71
1386,Mirador de Altube II,José C. Paz,150,165,58035,2,1,2,1,1,2,1,7,1,8,71
1562,Sarmiento,José C. Paz,250,275,100399,3,1,2,1,1,1,1,8,1,8,71
1557,La Triangulito,José C. Paz,35,39,3862,2,3,1,1,4,1,1,8,1,8,71
648,Las Acacias,José C. Paz,400,440,134283,6,3,1,1,1,1,1,4,1,8,71
1564,Sol y Verde II,José C. Paz,1100,1210,798904,2,3,2,1,1,1,1,4,1,8,71
1073,Vucetich I,José C. Paz,150,165,43158,4,2,2,1,1,1,1,2,1,8,71
514,El Porteño,Chascomús,8,9,43696,2,1,1,1,1,1,1,10,1,33,177
513,Anahí,Chascomús,22,24,32892,3,2,1,1,1,1,1,11,1,33,177
156,La Pampita,Chascomús,115,127,67032,3,3,2,1,1,1,1,11,1,33,177
212,Algarrobo,Chascomús,112,123,85180,3,3,2,1,2,1,1,11,1,33,177
202,La Esmeralda,Chascomús,113,124,181682,3,2,2,1,1,1,1,5,1,33,177
446,Iporá,Chascomús,271,298,167229,2,1,2,1,3,1,1,5,1,33,177
1387,San Cayetano,Chascomús,65,72,897778,3,2,2,1,1,1,1,8,1,33,177
641,Parque Ibáñez,San Vicente,280,308,845967,2,1,1,1,1,1,1,10,1,47,219
489,La Laguna,San Vicente,10,11,5426,2,3,2,1,1,1,1,10,1,47,219
1340,Ocho de Octubre,San Vicente,60,66,148656,2,1,1,1,1,1,1,11,1,47,219
429,Hospital,San Vicente,140,154,94908,3,1,1,1,1,1,1,11,1,47,219
1151,El Fortín,San Vicente,60,66,47791,2,1,2,1,1,1,1,11,1,47,219
1494,La Pradera,San Vicente,600,660,859365,2,3,2,1,1,1,1,11,1,47,219
6373,Santa Inés,San Vicente,50,55,45471,3,3,2,1,1,1,1,11,1,47,219
1131,Santa Rosa,San Vicente,20,22,8530,2,1,2,1,2,1,1,11,1,47,219
1320,Biocca,San Vicente,90,99,145120,2,1,1,1,1,1,1,5,1,47,219
5406,Ocho de Octubre,San Vicente,200,220,152676,3,2,1,1,1,1,1,6,1,47,219
4501,Sin Nombre,San Vicente,10,11,15493,2,3,2,1,1,1,1,10,1,47,220
5405,Las Violetas,San Vicente,20,22,18449,2,2,6,1,1,1,1,12,1,47,220
6382,El Fondo,San Vicente,40,44,59465,2,3,1,1,1,1,1,11,1,47,220
5403,Las Lauritas,San Vicente,25,28,25174,3,6,1,2,1,1,1,10,1,47,218
291,Los Naranjos,San Vicente,60,66,121373,2,2,1,1,1,1,1,12,1,47,218
1388,Villa Coll,San Vicente,585,644,679731,2,2,1,1,1,1,1,12,1,47,218
6376,El Rol,San Vicente,45,50,1298905,2,2,1,1,1,1,1,12,1,47,218
5404,San José,San Vicente,25,28,49327,2,3,2,1,1,1,1,12,1,47,218
1077,Nueva Esperanza,San Vicente,340,374,347936,2,3,2,1,2,1,1,12,1,47,218
680,San José I,San Vicente,900,990,638416,2,3,1,1,1,1,1,11,1,47,218
1129,Los Hornos,San Vicente,300,330,349561,2,3,2,1,1,1,1,11,1,47,218
1341,La Laurita,San Vicente,40,44,34897,2,3,2,1,1,1,1,11,1,47,218
1046,Santa Ana,San Vicente,250,275,185728,2,1,2,1,3,1,1,11,1,47,218
1126,Mataderos,San Vicente,1000,1100,671289,3,3,2,1,1,1,1,7,1,47,218
526,San José II,San Vicente,150,165,251711,3,2,2,1,4,1,1,7,1,47,218
1130,Versalles,San Vicente,60,66,120552,2,3,1,1,1,1,1,8,1,47,218
1160,San José FFCC,San Vicente,56,62,94473,2,3,2,1,1,1,1,8,1,47,218
743,San Pablo II,Almirante Brown,39,43,25050,2,1,1,1,1,1,1,10,1,3,32
752,San Pablo,Almirante Brown,30,33,44842,2,1,1,1,1,1,1,10,1,3,32
733,La Cumbre,Almirante Brown,266,293,93177,3,3,1,1,3,1,1,10,1,3,32
4242,Betharram,Almirante Brown,443,487,192243,3,3,2,3,2,1,1,10,1,3,32
1530,Sakura,Almirante Brown,110,121,39639,3,1,1,1,1,2,1,11,1,3,32
546,San Pablo y Echagüe,Almirante Brown,11,12,12725,2,6,2,2,1,1,1,9,1,3,32
16,El Canario,Almirante Brown,1350,1485,267128,3,3,2,1,4,1,1,7,1,3,32
1430,Ciudad Oculta,Almirante Brown,62,68,21966,2,1,2,1,2,1,1,8,1,3,32
319,San Lucas,Almirante Brown,52,57,19428,3,1,1,1,1,1,1,10,1,3,37
937,El Trébol,Almirante Brown,19,21,4578,2,1,2,1,1,1,1,10,1,3,37
2892,Roldán,Almirante Brown,40,44,14080,3,3,2,1,2,1,1,12,1,3,37
1006,Diecisiete de Noviembre,Almirante Brown,170,187,38712,3,1,2,1,1,2,1,12,1,3,37
1423,Libertad,Almirante Brown,310,341,197577,2,1,2,1,1,1,1,10,1,3,36
1426,Los Troncos,Almirante Brown,41,45,18861,3,1,2,1,1,1,1,10,1,3,36
1051,Nuevo,Almirante Brown,80,88,29566,2,3,2,1,1,1,1,12,1,3,36
684,Parque Gauchito Gil,Almirante Brown,1320,1452,161427,2,4,2,1,1,1,1,12,1,3,36
1059,La Tranquera,Almirante Brown,170,187,58429,2,5,1,1,2,1,1,12,1,3,36
4608,La Matera,Almirante Brown,30,33,25865,2,3,2,1,1,2,1,12,1,3,36
932,Dos de Mayo,Almirante Brown,240,264,69729,2,2,2,1,1,1,1,11,1,3,36
274,Las Latitas,Almirante Brown,660,726,57113,3,1,3,1,1,1,1,11,1,3,36
6374,Barrio del Carmen,Almirante Brown,30,33,18149,2,3,2,1,2,1,1,11,1,3,36
1425,Seis de Diciembre,Almirante Brown,321,353,61455,3,1,1,1,1,1,1,9,1,3,36
4609,Esther,Almirante Brown,95,105,57515,3,3,1,1,1,1,1,9,1,3,36
695,Gutiérrez y República Argentina,Almirante Brown,159,175,98420,3,1,2,1,1,1,1,7,1,3,36
772,Ocho de Agosto,Almirante Brown,75,83,9851,3,1,2,1,1,1,1,10,1,3,39
1435,San Cayetano,Almirante Brown,220,242,41408,3,1,2,1,1,1,1,11,1,3,39
575,Zabala,Almirante Brown,190,209,75747,3,1,2,1,1,1,1,9,1,3,39
1102,San Agustín,Almirante Brown,96,106,32072,3,1,2,1,1,1,1,9,1,3,39
1106,Don Pipo,Almirante Brown,102,112,17902,3,1,2,1,1,1,1,9,1,3,39
1136,Las Tunas,Almirante Brown,131,144,24300,2,3,2,1,4,2,1,6,1,3,39
836,San Jerónimo,Almirante Brown,30,33,6195,3,1,2,1,1,1,1,10,1,3,34
1532,Zabala,Almirante Brown,15,17,5818,2,1,3,1,1,1,1,12,1,3,34
838,Asunción,Almirante Brown,24,26,7044,2,1,2,1,1,2,1,11,1,3,34
2943,Dos de Abril,Almirante Brown,200,220,74770,2,1,1,1,4,2,1,11,1,3,34
182,San Jerónimo y Albeniz,Almirante Brown,100,110,23664,3,1,2,1,1,2,1,9,1,3,34
1422,La Esperanza,Almirante Brown,32,35,10510,3,2,1,1,1,1,1,8,1,3,34
550,El Ombú II,Almirante Brown,115,127,105834,3,2,2,1,1,1,1,10,1,3,35
552,Villa París,Almirante Brown,30,33,11303,3,2,2,1,1,1,1,10,1,3,35
581,Quinta 68,Almirante Brown,25,28,19176,3,1,1,1,1,1,1,12,1,3,35
1415,Los Álamos II,Almirante Brown,40,44,23003,3,1,1,1,1,1,1,12,1,3,35
415,Nuevo Sol II,Almirante Brown,85,94,148071,2,2,2,1,1,1,1,12,1,3,35
584,Pueblo Unido,Almirante Brown,130,143,37385,2,1,1,1,4,1,1,12,1,3,35
5393,Santa Rosa,Almirante Brown,100,110,97825,2,3,1,1,4,1,1,12,1,3,35
337,Almafuerte,Almirante Brown,800,880,267017,2,1,1,1,1,1,1,11,1,3,35
528,Santa Teresita,Almirante Brown,360,396,158452,3,1,1,1,1,1,1,11,1,3,35
1414,El Progreso,Almirante Brown,576,634,303700,3,1,2,1,1,1,1,11,1,3,35
4478,Fondo de Los Álamos,Almirante Brown,95,105,62943,3,3,2,1,1,1,1,11,1,3,35
396,Nuevo Sol,Almirante Brown,700,770,443824,3,2,2,1,1,1,1,11,1,3,35
483,Kanmar,Almirante Brown,150,165,49770,3,1,2,1,2,1,1,11,1,3,35
220,Parque Roma,Almirante Brown,420,462,253723,3,1,2,1,1,2,1,11,1,3,35
410,El Trébol,Almirante Brown,580,638,248192,3,2,2,1,1,2,1,11,1,3,35
4477,Amancay,Almirante Brown,500,550,371983,3,3,1,1,1,1,1,7,1,3,35
2896,Ona,Almirante Brown,1600,1760,521297,3,6,1,2,3,1,1,10,1,3,42
1419,Lindo,Almirante Brown,94,103,29690,2,3,1,1,2,1,1,11,1,3,42
1434,Bradley,Almirante Brown,30,33,11339,2,1,2,1,1,1,1,9,1,3,42
634,El Triunfo,Almirante Brown,201,221,193631,3,1,1,1,1,1,1,12,1,3,40
4607,La Hermosa,Almirante Brown,160,176,637484,2,3,1,1,1,1,1,12,1,3,40
5394,Sin Nombre,Almirante Brown,45,50,148438,2,3,1,1,1,1,1,12,1,3,40
5395,Las Talas,Almirante Brown,100,110,80268,2,2,1,1,1,1,1,12,1,3,40
1410,Gendarmería,Almirante Brown,260,286,152805,3,1,1,1,1,1,1,11,1,3,40
1418,25 de Mayo y Fontana,Almirante Brown,110,121,214619,2,3,1,1,1,1,1,11,1,3,40
586,Los Ciruelos,Almirante Brown,176,194,95909,3,1,1,1,3,1,1,11,1,3,40
1427,Los Paraguayos,Almirante Brown,290,319,123627,3,1,1,1,2,2,1,11,1,3,40
590,Los Pinos,Almirante Brown,960,1056,302779,3,1,2,1,6,1,1,9,1,3,40
6381,La Gloria,Almirante Brown,20,22,6921,2,2,2,1,2,1,1,12,1,3,38
502,Plaza CGT,Almirante Brown,120,132,38833,2,3,1,1,2,1,1,11,1,3,38
4610,Veintisiete de Marzo,Almirante Brown,70,77,20657,3,3,3,1,2,1,1,9,1,3,38
4530,La Victoria,Almirante Brown,300,330,121905,3,3,2,1,2,2,1,9,1,3,38
1412,Catorce de Febrero,Almirante Brown,645,710,385460,2,1,2,1,4,1,1,11,1,3,33
19,Campo Ramos,Almirante Brown,200,220,452300,3,3,2,1,1,1,1,7,1,3,33
6380,La Carmen,Almirante Brown,14,15,8908,3,3,2,1,1,1,1,7,1,3,33
4199,Los Altos,Almirante Brown,2000,2200,530959,3,3,2,1,1,1,1,6,1,3,33
197,Villa París,Almirante Brown,250,275,141698,3,3,1,1,1,1,1,4,1,3,33
871,Martín Arín,Almirante Brown,110,121,10119,2,1,2,1,2,1,1,9,1,3,41
912,Cinco de Enero,Moreno,1000,1100,317766,2,1,1,1,1,1,1,10,1,15,121
786,Anderson,Moreno,170,187,77197,3,1,1,1,1,1,1,10,1,15,121
4445,Tres de Febrero,Moreno,600,660,374080,2,1,2,1,1,1,1,10,1,15,121
1505,El Milenio,Moreno,16,18,4686,3,1,2,1,4,1,1,10,1,15,121
6329,ARA San Juan,Moreno,50,55,94588,2,3,1,1,1,1,1,12,1,15,121
5352,La Esperanza,Moreno,330,363,203856,10,3,1,1,1,1,1,12,1,15,121
1239,Seis de Enero,Moreno,200,220,168864,1,4,1,1,1,1,1,12,1,15,121
947,Dos de Abril,Moreno,125,138,67425,2,4,1,1,1,1,1,12,1,15,121
218,Primero de mayo,Moreno,110,121,145451,2,1,2,1,1,1,1,12,1,15,121
928,Veintitrés de Diciembre,Moreno,870,957,461534,2,1,2,1,1,1,1,12,1,15,121
4738,Don José,Moreno,60,66,115757,2,3,2,1,1,1,1,12,1,15,121
5353,Veinticinco de Septiembre,Moreno,100,110,62712,2,3,2,1,1,1,1,12,1,15,121
6326,Montagne,Moreno,40,44,30537,2,3,2,1,1,1,1,12,1,15,121
6330,San Miguel,Moreno,100,110,69129,2,3,2,1,1,1,1,12,1,15,121
5357,San Norberto,Moreno,240,264,162307,10,3,2,1,1,1,1,12,1,15,121
5359,Dos de Agosto,Moreno,15,17,46507,2,2,2,1,1,1,1,12,1,15,121
5355,Caacupé Ocho de Diciembre,Moreno,60,66,66389,2,4,2,1,1,1,1,12,1,15,121
5354,Primero de Marzo,Moreno,35,39,137635,2,3,2,1,4,1,1,12,1,15,121
6324,Ayelén 2,Moreno,250,275,85525,2,3,2,1,4,1,1,12,1,15,121
