id_renabap,nombre_barrio,departamento,cantidad_viviendas_aproximadas,cantidad_familias_aproximada,superficie_m2,id_energia_electrica,id_calefaccion,id_efluentes_cloacales,id_cocina,id_agua_corriente,id_clasificacion_barrio,id_titulo_propiedad,id_decada_creacion,id_provincia,id_departamento,id_localidad
5596,Industrial,Eldorado,20,22,15017,3,4,2,1,4,1,1,11,4,134,373
5589,Aguaray Mini,Eldorado,11,12,30054,4,5,2,3,4,1,1,11,4,134,373
5593,Alegre,Eldorado,40,44,169206,3,5,2,1,4,1,1,9,4,134,373
5588,Delicia Kilómetro 4,Eldorado,300,330,1085185,3,5,2,1,1,1,1,6,4,134,373
5587,Puerto Mado,Eldorado,110,121,394725,3,5,2,3,4,1,1,6,4,134,373
5595,Sombrero Caa,Eldorado,22,24,201165,3,5,2,3,1,1,1,8,4,134,373
5582,Unión,Eldorado,50,55,55391,3,5,2,1,4,1,1,12,4,134,372
5583,San Miguel,Eldorado,20,22,34825,3,5,2,3,4,1,1,12,4,134,372
5581,Jardín,Eldorado,70,77,101257,3,5,2,3,4,1,1,11,4,134,372
5585,Parehjá,Eldorado,27,30,38449,3,5,2,3,4,1,1,11,4,134,372
5586,Parehjá,Eldorado,86,95,131395,3,5,2,3,4,1,1,11,4,134,372
5584,Luján,Eldorado,15,17,26525,3,5,2,1,4,1,1,9,4,134,372
4496,Laguna Azul,General Manuel Belgrano,150,165,743983,2,2,2,1,1,1,1,10,4,144,868
4629,Tránsito Pesado,General Manuel Belgrano,50,55,37693,2,2,2,1,1,1,1,10,4,144,868
4492,Ramos,General Manuel Belgrano,300,330,83290,2,2,2,1,2,1,1,10,4,144,868
4495,Santa Rita,General Manuel Belgrano,73,80,77403,2,2,2,1,2,1,1,11,4,144,868
5597,Sin Nombre,General Manuel Belgrano,70,77,107351,3,5,2,3,8,1,1,11,4,144,868
4627,Itatí,General Manuel Belgrano,80,88,31482,2,2,2,1,1,1,1,9,4,144,868
4493,Vista Alegre,General Manuel Belgrano,500,550,304285,2,2,2,1,2,1,1,9,4,144,868
4626,Asentamiento de Dos Hermanas,General Manuel Belgrano,300,330,349013,2,2,2,1,1,1,1,8,4,144,868
4628,Campiñas de Américo,General Manuel Belgrano,70,77,146372,2,2,2,1,1,1,1,8,4,144,868
4494,Evita,General Manuel Belgrano,500,550,181936,2,2,2,1,2,2,1,8,4,144,868
4583,Primavera,General Manuel Belgrano,200,220,188038,2,2,2,1,1,1,1,10,4,144,869
4498,Cerámica,General Manuel Belgrano,300,330,434962,2,2,2,1,2,1,1,10,4,144,869
4500,Veinticinco de Mayo,General Manuel Belgrano,200,220,355090,2,2,2,1,2,1,1,10,4,144,869
4499,Primero de Mayo,General Manuel Belgrano,125,138,150082,2,2,1,1,2,1,1,11,4,144,869
4497,Nuestra Señora de Fátima,General Manuel Belgrano,300,330,228822,2,2,2,1,2,1,1,11,4,144,869
4584,Nueva Esperanza,General Manuel Belgrano,120,132,92619,2,2,2,1,1,1,1,9,4,144,869
4586,San Expedito,General Manuel Belgrano,100,110,51875,2,2,2,1,1,1,1,7,4,144,869
4587,Villa Alta,General Manuel Belgrano,200,220,154070,2,2,2,1,1,1,1,8,4,144,869
4585,Alecrin,General Manuel Belgrano,60,66,86417,2,2,2,1,3,1,1,8,4,144,869
4182,Veinte de Junio,General Manuel Belgrano,960,1056,237062,2,2,2,3,2,1,1,12,4,144,867
6486,Los Obreros,General Manuel Belgrano,20,22,89757,4,2,2,1,4,1,1,12,4,144,870
5598,Sin Nombre,General Manuel Belgrano,55,61,80452,3,5,2,1,1,1,1,11,4,144,870
3884,Espacio Verde,Leandro N. Alem,400,440,32495,3,2,2,1,1,1,1,10,4,138,756
3886,La Forestal,Leandro N. Alem,214,235,99015,3,2,2,1,1,1,1,10,4,138,756
3887,Sagrada Familia,Leandro N. Alem,123,135,37068,3,3,1,1,4,1,1,10,4,138,756
3885,Alfa,Leandro N. Alem,120,132,69151,2,2,1,1,4,1,1,10,4,138,756
3882,Espacio Verde,Leandro N. Alem,60,66,39269,3,2,1,1,2,2,1,11,4,138,756
3889,Tung Oil,Leandro N. Alem,500,550,28049,3,2,2,1,5,1,1,7,4,138,756
3883,Veinte de Junio,Leandro N. Alem,121,133,59748,2,2,2,1,2,1,1,8,4,138,756
3888,Hintz,Leandro N. Alem,15,17,18318,3,2,1,3,2,1,1,8,4,138,756
5534,Santa Teresa,Leandro N. Alem,120,132,104770,3,5,2,1,4,1,1,10,4,138,757
5533,Sauer,Leandro N. Alem,80,88,69712,3,5,2,1,9,1,1,12,4,138,757
5535,Guaraní Espacio Verde,Leandro N. Alem,25,28,12836,3,2,2,3,9,1,1,12,4,138,758
5536,Sin Nombre,Leandro N. Alem,22,24,121367,3,5,2,3,4,1,1,5,4,138,758
5537,Las Toscas,Leandro N. Alem,60,66,148216,3,5,2,1,4,1,1,11,4,138,759
1945,Prosol II,Capital,200,220,44590,5,2,2,1,1,1,1,10,4,131,357
1994,Villa del Barrio Irigoyen,Capital,70,77,10166,2,3,1,1,2,1,1,10,4,131,357
1991,La Guayabira,Capital,40,44,10236,5,5,1,1,2,1,1,10,4,131,357
1983,Chacra 142,Capital,300,330,64029,2,3,2,1,2,1,1,10,4,131,357
1998,Chacra 190 del Barrio Laurel,Capital,120,132,29603,3,3,2,1,2,1,1,10,4,131,357
2007,Evita,Capital,80,88,27790,3,3,2,1,2,1,1,10,4,131,357
2019,Ciudad Nueva,Capital,22,24,4166,5,3,2,1,2,1,1,10,4,131,357
1995,Ocho de Diciembre - Chacra 141,Capital,130,143,18469,2,2,2,1,2,1,1,10,4,131,357
2056,Chacra 248,Capital,20,22,9452,4,2,2,1,2,1,1,10,4,131,357
1928,San Onofre,Capital,500,550,220260,5,2,2,1,2,1,1,10,4,131,357
1941,Prosol I,Capital,130,143,115878,5,2,2,1,2,1,1,10,4,131,357
1929,El Mangal,Capital,70,77,7839,2,5,2,1,2,1,1,10,4,131,357
6472,Luis Piedrabuena,Capital,30,33,19569,2,5,2,1,2,1,1,10,4,131,357
2051,Chacra 239,Capital,219,241,108143,5,5,2,1,2,1,1,10,4,131,357
2080,Las Tablitas,Capital,60,66,16428,2,5,1,1,4,1,1,10,4,131,357
2065,El Porvenir,Capital,40,44,33478,5,2,2,1,4,1,1,10,4,131,357
2034,Los Patitos II,Capital,90,99,118375,5,2,2,3,5,1,1,10,4,131,357
1923,Chacra 159,Capital,250,275,46904,2,1,2,1,2,2,1,10,4,131,357
1931,Villa Cariño,Capital,140,154,28263,2,3,2,1,2,2,1,10,4,131,357
1926,La Cantera,Capital,175,193,50688,2,2,2,1,2,2,1,10,4,131,357
1982,Itaberá,Capital,400,440,150551,3,2,2,1,2,2,1,10,4,131,357
2006,Chacra 244,Capital,35,39,7056,3,2,2,1,2,2,1,10,4,131,357
1921,Las Tacuaritas,Capital,150,165,33141,2,5,2,1,2,2,1,10,4,131,357
6479,Nemesio Parma,Capital,80,88,154855,3,2,2,1,4,3,1,10,4,131,357
5529,Néstor Kirchner,Capital,60,66,14357,2,1,2,1,2,1,1,12,4,131,357
1943,Miguel Lanús,Capital,40,44,12298,2,2,2,1,2,1,1,12,4,131,357
5530,Posadas,Capital,15,17,52746,2,3,2,3,2,1,1,12,4,131,357
5528,La Olla,Capital,130,143,10333,2,2,2,3,2,1,1,12,4,131,357
1959,Papa Francisco,Capital,80,88,20205,2,3,2,1,3,2,1,12,4,131,357
5527,La Resistencia,Capital,50,55,7769,2,2,1,1,2,2,1,12,4,131,357
1942,Ducon Olero,Capital,172,189,76330,2,2,2,1,2,2,1,12,4,131,357
1961,Altos de Bella Vista,Capital,476,524,82209,2,3,2,1,2,1,1,11,4,131,357
1944,Miguel Lanús Sector B,Capital,120,132,55723,5,3,2,1,2,1,1,11,4,131,357
2025,El Piedral,Capital,195,215,59684,5,3,2,1,2,1,1,11,4,131,357
2026,Aeroclub,Capital,1200,1320,742765,5,2,2,1,2,1,1,11,4,131,357
1965,Chacra 120,Capital,40,44,25198,2,5,2,1,2,1,1,11,4,131,357
1946,Familias Unidas,Capital,1000,1100,1350948,5,2,2,3,2,1,1,11,4,131,357
2052,Estepa,Capital,71,78,218908,5,2,2,3,5,1,1,11,4,131,357
2079,Vecinos Unidos,Capital,385,424,103166,2,1,2,1,2,2,1,11,4,131,357
1960,Santa Cecilia,Capital,100,110,20627,2,3,2,1,2,2,1,11,4,131,357
1927,La Tablada,Capital,100,110,17754,5,3,2,1,2,2,1,11,4,131,357
1980,Belén,Capital,700,770,159904,5,3,2,1,2,2,1,11,4,131,357
1930,Lapachitos,Capital,270,297,49178,2,2,2,1,2,2,1,11,4,131,357
1922,Faraón,Capital,80,88,11734,2,3,1,1,2,1,1,9,4,131,357
1992,Villa de La Chacra 17,Capital,100,110,15740,2,3,2,1,2,1,1,9,4,131,357
1984,Chacra 143 Barrio Santa Rita,Capital,40,44,3338,4,3,2,1,2,1,1,9,4,131,357
1990,El Mangal,Capital,600,660,126953,2,2,2,1,2,1,1,9,4,131,357
1989,Villa de La Chacra 201,Capital,12,13,4845,2,5,2,1,2,1,1,9,4,131,357
1949,Villa de La Chacra 37,Capital,10,11,1128,3,5,2,1,2,1,1,9,4,131,357
1967,San Lorenzo B,Capital,600,660,186821,2,5,2,1,4,1,1,9,4,131,357
2001,Chacra 158,Capital,250,275,77696,2,1,2,1,2,2,1,9,4,131,357
1986,Treinta de Octubre,Capital,110,121,9799,2,3,2,1,2,2,1,9,4,131,357
1997,Chacra 181,Capital,1000,1100,129674,2,3,2,1,2,2,1,9,4,131,357
1999,La Chacra 187,Capital,95,105,18862,5,3,2,1,2,2,1,9,4,131,357
2055,Chacra 252,Capital,700,770,153550,2,2,2,1,2,2,1,9,4,131,357
5532,Chacra 246,Capital,200,220,85749,2,2,2,1,2,2,1,9,4,131,357
2005,Chacra 96,Capital,530,583,135289,4,2,2,1,2,2,1,9,4,131,357
1993,Chacra 26,Capital,200,220,32017,2,5,2,1,2,2,1,9,4,131,357
2074,Chacra 159,Capital,80,88,31262,5,5,2,1,2,2,1,9,4,131,357
2073,Villa de La Chacra 65,Capital,70,77,19918,5,2,2,1,2,1,1,7,4,131,357
2028,Los Paraísos,Capital,82,90,56613,2,5,2,1,2,1,1,7,4,131,357
2046,Chacra 210,Capital,32,35,3928,3,5,2,1,2,2,1,6,4,131,357
1981,Latinoamérica,Capital,25,28,7666,5,5,2,1,1,1,1,8,4,131,357
1958,San Lucas,Capital,85,94,30251,5,4,2,1,3,1,1,8,4,131,357
2027,Madariaga,Capital,143,157,100210,2,3,2,1,2,1,1,8,4,131,357
1925,La Chacra 101,Capital,130,143,27366,5,3,2,1,2,1,1,8,4,131,357
1963,112 Yohaza,Capital,200,220,85495,4,2,2,1,2,1,1,8,4,131,357
2029,Santa Clara,Capital,50,55,20878,5,2,2,1,2,1,1,8,4,131,357
2000,Villa de La Chacra 127,Capital,65,72,9945,2,5,2,1,2,1,1,8,4,131,357
1932,Villa Lanús,Capital,70,77,36279,2,2,2,3,2,1,1,8,4,131,357
1966,San Onofre II,Capital,600,660,232413,2,3,2,1,3,2,1,8,4,131,357
4648,Patotí,Capital,36,40,13195,3,2,2,1,2,2,1,8,4,131,357
5531,Chacra 11,Capital,50,55,17571,3,5,2,1,2,2,1,8,4,131,357
6480,A. Fernández,Capital,245,270,64552,3,5,7,1,2,1,1,13,4,131,357
1987,Villa del Barrio Rocamora,Capital,50,55,7687,5,3,2,1,2,1,1,4,4,131,357
1968,Cerro Pelón,Capital,70,77,8893,2,1,2,1,2,1,1,1,4,131,357
1964,Santa Clara II,Capital,280,308,227807,5,5,4,1,3,1,1,10,4,131,358
2004,Piedras Blancas,Capital,355,391,513927,2,2,1,1,2,1,1,10,4,131,358
2078,Claudia Ester Ripoll II,Capital,480,528,282500,3,5,2,1,2,1,1,10,4,131,358
1924,Santa Clara I,Capital,350,385,146676,5,5,2,1,2,1,1,10,4,131,358
2003,Los Potrillos,Capital,214,235,109665,2,3,2,1,2,2,1,10,4,131,358
6463,Don Alejandro,Capital,35,39,26793,2,4,2,1,2,1,1,12,4,131,358
6466,Malvinas,Capital,80,88,52994,2,4,2,1,2,1,1,12,4,131,358
2048,Tacuaritas II,Capital,400,440,82522,2,2,2,1,2,2,1,12,4,131,358
1985,Horacio Quiroga,Capital,970,1067,256440,2,2,1,1,2,1,1,11,4,131,358
5526,7 Hectáreas,Capital,50,55,21432,2,5,1,1,2,1,1,11,4,131,358
2064,Ñu Porá,Capital,63,69,32017,5,5,1,1,2,1,1,11,4,131,358
2049,Ñu Porá I,Capital,90,99,61301,2,3,2,1,2,1,1,11,4,131,358
2063,Guadalupe,Capital,250,275,171401,2,3,2,1,2,1,1,11,4,131,358
2041,San Cayetano,Capital,70,77,44677,2,2,2,1,2,1,1,11,4,131,358
4567,Santa Catalina,Capital,30,33,78829,2,2,2,1,2,1,1,11,4,131,358
6471,Ñu Porá,Capital,20,22,5230,2,5,2,1,2,1,1,11,4,131,358
1947,Santa Clara III,Capital,560,616,319372,5,2,3,1,2,1,1,11,4,131,358
1951,Sauuer,Capital,28,31,6266,2,3,2,3,2,1,1,11,4,131,358
1956,La Esperanza,Capital,95,105,693006,2,2,2,3,4,1,1,11,4,131,358
1950,Villa del Barrio Unidos,Capital,110,121,41731,2,2,2,1,2,2,1,11,4,131,358
2002,Gottchal,Capital,255,281,116573,2,2,1,1,2,1,1,9,4,131,358
2077,Villa del Barrio La Ripiera,Capital,180,198,83608,2,1,2,1,2,1,1,9,4,131,358
1957,Villa Bonita,Capital,45,50,11459,2,3,2,1,2,1,1,9,4,131,358
2050,Ñu Porá II,Capital,85,94,23975,2,3,2,1,2,1,1,9,4,131,358
1977,Nuevo Garupa,Capital,175,193,134827,5,3,2,1,3,1,1,7,4,131,358
2058,La Calandria,Capital,150,165,336340,2,4,2,1,4,1,1,7,4,131,358
2047,Punta Alta,Capital,90,99,178289,2,5,2,1,1,1,1,8,4,131,358
2040,Tablada Norte,Capital,90,99,62054,3,3,2,1,2,1,1,8,4,131,358
1955,Don Santiago,Capital,140,154,69277,2,3,2,1,2,2,1,8,4,131,358
6469,Villa Longa Norte,Capital,30,33,28383,2,4,2,1,2,1,1,13,4,131,358
6468,Campo Bauer,Capital,25,28,176757,3,2,2,1,4,1,1,10,4,131,359
6474,Cruz del Sur,Capital,131,144,43837,3,5,2,1,7,1,1,12,4,131,360
4696,Barrio Unido,Iguazú,240,264,176856,3,5,2,1,1,1,1,10,4,136,749
3892,Villa Tacuara,Iguazú,60,66,12180,2,5,2,1,3,1,1,10,4,136,749
3900,Malvinas,Iguazú,70,77,32532,2,5,1,1,2,1,1,10,4,136,749
3902,Alto Paraná,Iguazú,60,66,176466,2,2,2,3,7,1,1,10,4,136,749
6498,Ribera del Paraná,Iguazú,120,132,92786,2,2,2,1,2,2,1,10,4,136,749
3899,Santa Rosa,Iguazú,30,33,14543,2,5,2,1,2,1,1,12,4,136,749
3901,Almirante Brown,Iguazú,110,121,62380,2,5,2,1,2,1,1,12,4,136,749
6492,San Lucas,Iguazú,30,33,40849,2,2,2,3,2,1,1,12,4,136,749
4565,Orquídeas,Iguazú,650,715,386499,2,4,1,1,1,1,1,11,4,136,749
4180,2000 Hectareas,Iguazú,390,429,9715558,2,2,2,1,1,1,1,11,4,136,749
3896,Bicentenario,Iguazú,335,369,245159,2,2,2,3,2,1,1,11,4,136,749
3904,Unión,Iguazú,300,330,167097,2,2,2,3,2,1,1,11,4,136,749
4179,Nuevo Iguazú,Iguazú,842,926,789010,2,2,2,3,2,1,1,11,4,136,749
3897,Veinticinco de Mayo,Iguazú,350,385,192270,2,3,2,1,4,1,1,11,4,136,749
4694,Santa Rosa,Iguazú,105,116,105525,2,2,2,1,4,1,1,11,4,136,749
3903,Barrio Hermoso,Iguazú,60,66,82964,2,2,2,3,4,1,1,11,4,136,749
3893,San Lucas,Iguazú,100,110,23548,2,2,2,3,2,2,1,11,4,136,749
3894,Alto Paraná,Iguazú,200,220,44976,2,2,2,3,2,2,1,11,4,136,749
3895,Catarata,Iguazú,470,517,301767,2,2,2,1,4,2,1,11,4,136,749
3881,Villa Alta,Iguazú,42,46,3453,2,2,2,1,2,1,1,6,4,136,749
3898,Libertad,Iguazú,124,136,111764,2,2,2,1,2,1,1,8,4,136,749
3911,Rolón Varga,Iguazú,131,144,127890,3,2,2,3,2,1,1,10,4,136,748
3877,El Triunfo,Iguazú,195,215,124513,2,2,2,3,2,1,1,12,4,136,748
3878,Bella Vista,Iguazú,200,220,144680,2,2,2,3,2,1,1,12,4,136,748
5602,San José,Iguazú,60,66,204899,2,5,2,3,2,1,1,12,4,136,748
3879,Ocho de Diciembre,Iguazú,200,220,19981,2,2,1,1,2,1,1,11,4,136,748
3910,Bergue,Iguazú,9,10,14842,3,2,2,3,4,1,1,9,4,136,748
3909,Arroyito,Iguazú,83,91,286059,3,2,2,1,4,1,1,8,4,136,748
6488,Alegrito,Iguazú,8,9,16875,2,2,2,3,2,1,1,13,4,136,748
3915,Piedra Preciosa,Iguazú,25,28,8796,2,2,2,1,1,1,1,12,4,136,750
3905,Cardenas,Iguazú,35,39,161046,3,2,1,3,1,1,1,12,4,136,750
6489,San Felipe Neri,Iguazú,70,77,44899,2,2,2,3,1,1,1,12,4,136,750
6490,Wanda,Iguazú,170,187,254868,2,2,2,3,1,1,1,12,4,136,750
3916,San José Obrero Ex Tacuaral,Iguazú,20,22,98512,2,2,1,3,1,1,1,11,4,136,750
3912,Nueva Argentina,Iguazú,51,56,53847,2,2,2,3,1,1,1,11,4,136,750
3907,San José Obrero,Iguazú,35,39,161142,3,2,2,1,3,1,1,11,4,136,750
5601,Felipe II,Iguazú,200,220,194310,6,5,2,1,2,1,1,11,4,136,750
3914,Kallsten,Iguazú,100,110,105926,3,2,1,3,2,1,1,11,4,136,750
3913,Cantera,Iguazú,20,22,30469,2,2,2,3,2,1,1,11,4,136,750
3906,Puerto Wanda,Iguazú,88,97,452202,3,2,1,3,4,1,1,11,4,136,750
3908,San Francisco,Iguazú,80,88,211596,2,2,2,3,2,1,1,8,4,136,750
3917,Veintiseis de Octubre,Iguazú,85,94,45172,2,2,1,3,2,1,1,12,4,136,751
5541,Cinco Bocas,Oberá,15,17,11187,3,5,2,1,1,1,1,10,4,132,362
5540,Lote 16,Oberá,60,66,65762,3,5,2,3,6,1,1,12,4,132,362
6475,Kilómetro 25,Oberá,32,35,22056,3,2,2,3,4,1,1,12,4,132,362
6476,Lote 5,Oberá,15,17,14206,2,2,2,1,2,1,1,11,4,132,362
5543,Kilómetro 27,Oberá,23,25,28319,3,5,2,3,6,1,1,11,4,132,362
5539,Kilómetro 28,Oberá,40,44,29127,3,5,2,1,8,1,1,11,4,132,362
5542,Gühnter,Oberá,50,55,51756,3,5,2,3,8,1,1,11,4,132,362
5538,El Solar,Oberá,35,39,45275,3,5,2,3,8,2,1,11,4,132,362
1972,Norte,Oberá,210,231,134731,2,5,2,1,2,1,1,10,4,132,361
1979,Oberá III,Oberá,70,77,55948,2,5,2,3,2,1,1,10,4,132,361
1976,San José,Oberá,425,468,339017,2,2,2,1,4,1,1,10,4,132,361
4305,San Miguel,Oberá,130,143,65871,3,3,1,1,5,1,1,10,4,132,361
1937,Kilometro 9 y medio,Oberá,25,28,14169,3,3,2,1,5,1,1,10,4,132,361
4306,Villa Stemberg,Oberá,40,44,21890,3,3,2,1,5,1,1,10,4,132,361
2032,Copisa,Oberá,35,39,33055,2,5,1,3,5,2,1,10,4,132,361
5551,Bella Vista,Oberá,25,28,10934,3,5,2,1,1,1,1,12,4,132,361
1933,Villa Stemberg,Oberá,94,103,62562,2,2,2,3,2,1,1,12,4,132,361
5552,Villa Svea I,Oberá,25,28,14627,3,5,2,3,2,1,1,12,4,132,361
5549,Villa Kleiven,Oberá,15,17,18159,3,5,2,1,5,1,1,12,4,132,361
5547,CABA,Oberá,20,22,18117,6,5,2,1,5,1,1,12,4,132,361
6464,Esperanza,Oberá,12,13,8721,3,5,2,1,8,1,1,12,4,132,361
5548,Sapucay II,Oberá,30,33,19319,3,5,2,3,2,1,1,11,4,132,361
5553,Villa Svea Picada Sarmiento,Oberá,20,22,60015,3,5,2,1,6,1,1,11,4,132,361
1940,El Progreso,Oberá,35,39,43367,2,4,1,1,4,1,1,11,4,132,361
1953,Bella Vista,Oberá,14,15,11450,3,2,1,3,4,1,1,11,4,132,361
2022,Calle Bragado,Oberá,40,44,24527,2,2,2,1,5,1,1,11,4,132,361
1936,Kilómetro 0,Oberá,200,220,39156,3,2,2,1,5,1,1,11,4,132,361
5550,Oasis,Oberá,30,33,55994,2,5,2,3,5,1,1,11,4,132,361
1974,Cien Hectáreas,Oberá,110,121,71261,2,5,2,1,1,1,1,9,4,132,361
1954,Aeroclub,Oberá,25,28,13312,2,2,2,3,1,1,1,9,4,132,361
2076,Villa Christen,Oberá,160,176,182674,2,3,1,1,2,1,1,9,4,132,361
1935,Copisa,Oberá,100,110,296889,2,2,1,1,2,1,1,9,4,132,361
1962,Osorio,Oberá,85,94,42982,3,3,2,1,2,1,1,9,4,132,361
1939,Tres Esquinas,Oberá,80,88,21236,2,2,2,1,2,1,1,9,4,132,361
1975,Sixten Vick,Oberá,100,110,91046,3,2,2,1,2,1,1,9,4,132,361
1969,Caballeriza,Oberá,300,330,212002,3,5,2,1,2,1,1,9,4,132,361
1938,Sargento Cabral,Oberá,80,88,28338,2,2,1,1,4,1,1,9,4,132,361
1934,Kilómetro 11,Oberá,70,77,14371,2,2,1,3,5,1,1,9,4,132,361
2021,Kilómetro 0,Oberá,82,90,107456,3,2,1,3,8,1,1,9,4,132,361
2020,Lote 15 del Kilómetro 0,Oberá,24,26,11481,3,2,2,1,9,1,1,9,4,132,361
1973,Villa Ruf,Oberá,95,105,37265,2,2,1,1,2,2,1,9,4,132,361
2043,Villa Gunther,Oberá,180,198,50858,2,2,2,3,2,2,1,9,4,132,361
1978,Sapucay,Oberá,100,110,39221,3,2,1,1,4,2,1,9,4,132,361
1952,Aeroclub,Oberá,91,100,61354,3,2,1,3,5,1,1,7,4,132,361
1971,Terminación Villa Blanquita,Oberá,180,198,100488,2,2,1,1,1,1,1,8,4,132,361
5545,El Gurí,Oberá,12,13,8020,3,5,2,1,4,1,1,12,4,132,364
5546,Escondido,Oberá,50,55,24344,3,5,2,1,4,1,1,8,4,132,364
5544,Villa Sommer,Oberá,27,30,28666,3,5,2,3,5,1,1,11,4,132,363
3870,San Miguel,San Ignacio,80,88,104187,2,3,2,1,3,1,1,10,4,135,742
3871,Solar,San Ignacio,30,33,19158,2,2,2,3,2,1,1,12,4,135,742
5555,Paraíso,San Ignacio,12,13,10154,2,5,2,3,6,1,1,10,4,135,744
4649,Nuevo Progreso,San Ignacio,156,172,214966,2,5,2,1,2,1,1,11,4,135,744
5554,Fiscal,San Ignacio,30,33,139945,2,5,2,1,2,1,1,12,4,135,745
3873,Los Cedros,San Ignacio,140,154,94676,2,2,2,3,2,1,1,11,4,135,743
3875,San Martín,San Ignacio,120,132,57357,2,2,2,3,2,1,1,11,4,135,743
3872,Barrio Nuevo,San Ignacio,65,72,36461,3,5,2,3,8,1,1,11,4,135,743
3876,Timbosito,San Ignacio,70,77,28528,2,2,2,3,9,1,1,11,4,135,743
3874,Capilla II,San Ignacio,140,154,88896,3,2,2,3,9,1,1,9,4,135,743
6481,Exaltación de la Cruz,San Ignacio,80,88,102716,3,5,7,3,2,1,1,11,4,135,747
6482,Santa Rita,San Ignacio,160,176,421997,3,5,7,3,2,1,1,3,4,135,747
6467,Apepú,San Ignacio,90,99,79603,3,3,2,1,6,1,1,11,4,135,746
5556,Tung Oil,San Ignacio,70,77,102489,3,2,2,3,4,1,1,6,4,135,746
3922,Santa Rosa,San Pedro,210,231,199762,2,2,2,1,2,1,1,10,4,140,764
3919,Los Bomberos,San Pedro,30,33,7782,2,5,2,1,2,1,1,12,4,140,764
3925,Punta Cancha,San Pedro,115,127,45154,2,2,2,3,2,1,1,12,4,140,764
3921,Zona Industrial,San Pedro,60,66,102324,2,2,2,1,1,1,1,11,4,140,764
3920,Hirrazaba,San Pedro,264,290,96515,2,2,2,1,2,1,1,11,4,140,764
3924,Emsa,San Pedro,100,110,8124,2,2,2,3,2,1,1,11,4,140,764
6499,Federación,San Pedro,25,28,16285,3,2,1,1,6,1,1,11,4,140,764
3918,San Miguel,San Pedro,95,105,121469,2,2,2,3,4,1,1,11,4,140,764
3923,San Francisco,San Pedro,50,55,3930,2,3,2,1,2,2,1,11,4,140,764
5618,Sin Nombre,San Pedro,36,40,126513,3,5,2,3,4,1,1,10,4,140,765
6496,Ex Ruta 20,San Pedro,8,9,7206,3,2,2,3,1,1,1,12,4,140,765
5617,Picada Márquez,San Pedro,40,44,119619,9,5,2,3,9,1,1,12,4,140,765
6494,Paraje Mondori,San Pedro,30,33,107107,3,4,2,1,1,1,1,11,4,140,765
5615,Portón viejo,San Pedro,30,33,125963,3,5,2,3,4,1,1,11,4,140,765
5616,La Canchita,San Pedro,30,33,115842,3,5,2,3,4,1,1,9,4,140,765
4181,Timbo,Apóstoles,105,116,111965,2,2,2,1,2,1,1,10,4,139,760
3890,Descamisados,Apóstoles,29,32,9095,3,2,1,1,2,2,1,10,4,139,760
5514,Piolín,Apóstoles,60,66,11035,2,5,2,1,2,1,1,12,4,139,760
3891,La Cantera,Apóstoles,233,256,157263,2,2,2,1,2,2,1,12,4,139,760
3935,Szczensny,Apóstoles,195,215,248950,3,2,2,1,2,1,1,11,4,139,760
5513,Santa Bárbara,Apóstoles,12,13,3806,2,5,2,3,8,2,1,11,4,139,760
5515,Las Tablitas,Apóstoles,50,55,23109,3,5,2,1,2,1,1,10,4,139,761
6473,Monyolito II,Apóstoles,50,55,48993,3,3,2,1,2,3,1,12,4,139,763
6478,Sin Nombre,Apóstoles,50,55,18155,3,2,2,1,4,3,1,12,4,139,762
5517,San Martín,Apóstoles,95,105,43757,2,5,2,1,2,1,1,11,4,139,762
5516,Nuevo,Apóstoles,110,121,130700,3,5,2,1,4,1,1,11,4,139,762
5518,Belgrano,Apóstoles,200,220,363289,3,5,2,1,4,1,1,11,4,139,762
3937,San Jorge,Candelaria,200,220,81764,3,2,2,1,2,1,1,10,4,142,771
6470,Paso Viejo,Candelaria,8,9,5482,2,3,2,1,2,1,1,12,4,142,771
3936,Santa Cecilia,Candelaria,300,330,118881,2,2,2,1,2,1,1,12,4,142,771
3940,Padre Mugica,Candelaria,114,125,22500,2,2,2,1,2,1,1,12,4,142,771
3946,San Cayetano,Candelaria,173,190,159751,3,2,2,1,2,1,1,12,4,142,771
3938,Lote Agrícola N5,Candelaria,118,130,151680,2,5,2,1,2,1,1,12,4,142,771
3939,Belgrano,Candelaria,80,88,36340,2,2,2,1,2,1,1,11,4,142,771
5519,Sin Nombre,Candelaria,50,55,53861,2,5,2,1,2,1,1,11,4,142,771
5522,Nuevo,Candelaria,80,88,108135,3,5,2,3,4,1,1,12,4,142,773
5523,Don Otto,Candelaria,40,44,41729,3,2,2,1,4,1,1,11,4,142,773
5521,Lote 77,Candelaria,38,42,359960,6,5,2,3,5,1,1,11,4,142,773
5525,36 Cajitas,Candelaria,90,99,209749,3,5,2,1,2,1,1,11,4,142,775
6477,Los Taquitos,Candelaria,25,28,72921,3,2,2,1,6,1,1,11,4,142,772
5520,Sin Nombre,Candelaria,50,55,350763,3,2,2,3,4,1,1,6,4,142,772
5524,Martín Chico,Candelaria,200,220,518057,3,5,2,1,4,1,1,11,4,142,774
5557,La Pedrera,San Javier,27,30,30816,2,5,2,1,2,1,1,10,4,145,977
6465,Nueva Esperanza,San Javier,20,22,29869,2,5,2,3,2,1,1,12,4,145,978
